edition_key,contributor_name,contributor_role,by_statement,translated_from,translation_of
OL22350126M,,,"Compiled by Sir Thomas Malory, knt. Ed. from the text of the edition of 1634, with introduction and notes, by Thomas Wright.",,
OL18677297M,,,whyche boke was reduced in to Englysshe by the well dysposyd knyghte Syr Thomas Malory. The second volume [Books X-XXI].,,
OL13890057M,,,compiled by Sir Thomas Malory ; edited from the text of  the edition of 1634 with introduction and notes by Thomas Wright. Vol.3.,,
OL7104149M,,,"by Sir Thomas Malory, knt. [With illus. after water-colour drawing by R. Russell Flint]",,
OL14385452M,,,"the text of Caxton, edited, with an introduction, by Sir Edward Strachey, bart.",,
OL19367405M,,,"ed. from the text of the ed. of 1634, with introd. and notes by Thomas Wright.",,
OL4289512M,,,[by] Sir Thomas Malory ; edited by P. J. C. Field.,,
OL15508353M,,,the text as written by Sir Thomas Malory ... ; with many original designs by Aubrey Beardsley ; with an introduction by Professor John Rhys and a note on Aubrey Beardsley by Aymer Vallance.,,
OL2720206M,,,Sir Thomas Malory ; edited by R.M. Lumiansky.,,
OL4768779M,,,"The text of Caxton, edited, with an introd. by Sir Edward Strachey. London, Macmillan, 1899.",,
OL13600246M,,,"by Syr Thomas Malory ; the original edition of William Caxton now reprinted and edited with an introduction and glossary, by H. Oskar Sommer ; with an essay on Malory's prose style by Andrew Lang.",,
OL20944630M,,,Vikram Seth.,,
OL6451896M,,,"a romantic narrative by Sir Thomas Malory, as edited from Le morte Darthur, by John W. Donaldson, illustrated by Andrew Wyeth.",,
OL22368250M,Keith Baines,Retold by,a brilliant prose rendition by Keith Baines ; introduction by Robert Graves.,,
OL22368250M,Robert Graves,Introduction,a brilliant prose rendition by Keith Baines ; introduction by Robert Graves.,,
OL24779495M,,,a brilliant prose rendition by Keith Baines ; introd. by Robert Graves,,
OL21073209M,,,with illustrations designed and engraved on wood by Catherine Donaldson.,,
OL16473332M,,,by Lillion O. Stevens and Edward Frank Allen ...,,
OL21484643M,Keith Baines,Retold by,a rendition in modern idiom by Keith Baines ; with an introduction by Robert Graves ; decorative illustrations by Enrico Arno.,,
OL21484643M,Robert Graves,Introduction,a rendition in modern idiom by Keith Baines ; with an introduction by Robert Graves ; decorative illustrations by Enrico Arno.,,
OL21484643M,Enrico Arno,Illustrator,a rendition in modern idiom by Keith Baines ; with an introduction by Robert Graves ; decorative illustrations by Enrico Arno.,,
OL2040192M,Enrico Arno,Illustrator,a rendition in modern idiom by Keith Baines ; with an introduction by Robert Graves ; decorative illustrations by Enrico Arno.,,
OL2040192M,Robert Graves,Introduction,a rendition in modern idiom by Keith Baines ; with an introduction by Robert Graves ; decorative illustrations by Enrico Arno.,,
OL2040192M,Keith Baines,Retold by,a rendition in modern idiom by Keith Baines ; with an introduction by Robert Graves ; decorative illustrations by Enrico Arno.,,
OL16191998M,,,revised and with an introduction by Sue Bradbury ; foreword by Kevin Crossley-Holland ; lino-cuts by Edward Bawden.,,
OL21202279M,,,compiled by Sir Thomas Malory ; edited from the text of the edition of 1634 with introduction and notes by Thomas Wright. Vol.2.,,
OL3490741M,,,Sir Thomas Malory ; edited by R.M. Lumiansky.,,
OL21839204M,,,the text as written by Sir Thomas Malory and imprinted by William Caxton at Westminster the year MCCCCLXXXV and now spelled in modern style.  With an introd. by Professor Rhys and embellished with many original designs by Aubrey Beardsley.,,
OL4719542M,,,"by Sir Thomas Malory : an abridgement with an introd. [by] Charles Richard Sanders, Charles E. Ward.",,
OL14385446M,,,"the text as written by Sir Thomas Malory, and imprinted by William Caxton at Westminster the year MCCCCLXXXV, and now spelled in modern style ; with an introduction by Professor Rhys and embellished with many original designs by Aubrey Beardsley. --",,
OL20144783M,,,"the text of Caxton, edited, with an introduction, by Sir Edward Strachey.",,
OL7066599M,,,"By Sir Thomas Malory, Knt.",,
OL4231815M,,,edited and abridged with an introd. by Michael Senior.,,
OL18309059M,,,embellished with many original designs by Aubrey Beardsley.,,
OL22672644M,,,Thomas Malory ; edited and abridged with an introduction and notes by Helen Cooper.,,
OL3137299M,,,by Syr Thomas Malory. The original edition of William Caxton now reprinted and edited with an introd. and glossary / by H. Oskar Sommer ; with an essay on Malory's prose style by Andrew Lang.,,
OL21788058M,,,"written by Sir Thomas Malory ; first printed by William Caxton ; now modernized, as to spelling and punctuation, by A. W. Pollard ; illustrated by wood engravings by Robert Gibbings.",,
OL20539451M,,,"the original edition of Caxton revised for modern use, with an introduction, by Sir Edward Strachey.",,
OL19054720M,,,edited with an introduction by Sir Edward Strachey.,,
OL6301215M,,,Whyche boke was reduced in to Englysshe by the well dysposyd knyghte Syr Thomas Malory ...,,
OL6374825M,,,"The original edition of Caxton revised for modern use, with an introduction, by Sir Edward Strachey, bart.",,
OL24749936M,,,Vikram Seth,,
OL14949794M,,,Vikram Seth.,,
OL17301975M,,,by Sir Tho. Malory....,,
OL13765376M,,,"the text of Caxton ; edited, with an introduction by Sir Edward Strachey.",,
OL6402423M,,,by Sir Thomas Malory. An abridgement with an introduction [by] Charles Richard Sanders [and] Charles E. Ward ...,,
OL4770807M,,,"by Syr Thomas Malory. The original ed. of William Caxton now reprinted and edited with an introd. and glossary by H. Oskar Sommer. With an essay on Malory's prose style by Andrew Lang. London, D. Nutt, 1889-91.",,
OL21457265M,,,"edited, with an introduction, notes and glossary, by D. S. Brewer.",,
OL672893M,,,Sir Thomas Malory ; edited and abridged with an introduction and notes by Helen Cooper.,,
OL14984700M,,,"by Sir Thomas Malory, knt",,
OL13714002M,,,edited with an introduction by Sir Edward Strachey.,,
OL23364329M,,,"the text of Caxton, edited, with an introduction, by Sir Edward Strachey, bart.",,
OL8978806M,Antony Gray,Typesetter,,,
OL8978806M,Helen Moore,Introduction,,,
OL8978806M,William Caxton,Preface,,,
OL8978806M,Tom Griffith,General Editor,,,
OL8978806M,Tony Collins,Cover Design,,,
OL21202275M,,,compiled by Sir Thomas Malory ; edited from the text of the edition of 1634 with introduction and notes by Thomas Wright. Vol.1.,,
OL24041581M,,,"written by Sir Thomas Malory ; first printed by William Caxton, now modernised, as to spelling and punctuation, by A.W. Pollard ; illustrated with wood engravings by Robert Gibbings.",,
OL14999459M,,,"the original edition of Caxton revised for modern use, with an introduction by Edward Strachey.",,
OL21555470M,,,whyche boke was reduced in to Englysshe by the well dysposyd knyghte Syr Thomas Malory. The first volume [Books I-IX].,,
OL22795248M,,,An abridgment with an introduction [by] Charles Richard Sanders [and] Charles E. Ward ..,,
OL20262523M,,,embellished with many original designs by Aubrey Beardsley ; with an introduction by John Rhys and a note on Aubrey Beardsley by Aymer Vallance.,,
OL15102318M,,,Vikram Seth.,,
OL22111565M,,,Vikram Seth.,,
OL16946768M,,,Vikram Seth.,,
OL15563138M,,,Vikram Seth,,
OL18351078M,,,Vikram Seth.,,
OL18819382M,,,Vikram Seth.,,
OL22540575M,,,Vikram Seth.,,
OL3486504M,,,Emilie Loring.,,
OL22619079M,,,Betty Neels.,,
OL47458388M,Fernando Calleja Gutiérrez,Translator,,,
OL47458387M,Fernando Calleja Gutiérrez,Translator,,,
OL21018004M,,,Vikram Seth.,,
OL24404814M,,,Emilie Loring,,
OL3391224M,,,Gayle Callen.,,
OL22493427M,,,by Betty Neels.,,
OL50399284M,,,me-ʾAnglit Ḥ. Gliḳshṭein,,
OL43977935M,,,Yang Puxi yi,,
OL1745336M,,,Vikram Seth.,,
OL20121615M,,,Emilie Loring.,,
OL24976663M,,,Anne Hampson,,
OL50480894M,,,by Daphne du Maurier,,
OL24212867M,,,Emilie Loring.,,
OL15140467M,,,(by) Emilie Loring.,,
OL22656082M,,,Susan Stephens.,,
OL14980741M,,,by Charlotte Lamb.,,
OL2704113M,,,by Charlotte Lamb.,,
OL1641193M,,,by Diana Hamilton.,,
OL26476953M,,,by Kim Lawrence,,
OL22340940M,,,Kay Thorpe.,,
OL24221681M,,,Emilie Loring.,,
OL6401121M,,,[by] Emilie Loring.,,
OL3158402M,,,Emilie Loring.,,
OL22286195M,,,Lilian Peake.,,
OL3176585M,,,Lilian Peake.,,
OL28988628M,,,Lynne Graham,,
OL17446455M,,,by Kay Thorpe.,,
OL24941383M,,,Kay Thorpe,,
OL4899059M,,,Emilie Loring.,,
OL17271837M,,,by Penny Jordan.,,
OL14976691M,,,by Lilian Peake.,,
OL26379450M,,,Lynne Graham,,
OL16414025M,,,Daphne du Maurier ; traduccion de Fernando Calleja.,,
OL20269729M,,,traducción: Fernando Calleja.,,
OL49824857M,,,,eng,Rebecca
OL22933266M,,,Daphne du Maurier.,,
OL22221602M,,,Daphne du Maurier.,,
OL23334522M,,,Daphne du Maurier.,,
OL22596620M,,,by Daphne du Maurier ; with an introduction by Sally Beauman.,,
OL6374339M,,,by Daphne Du Maurier.,,
OL22830418M,,,by Daphne du Maurier ; simplified by A. S. M. Ronaldson.,,
OL22836609M,,,Daphne du Maurier.,,
OL22824503M,,,Daphne Du Maurier.,,
OL30486230M,,,"Dafuni Dumuli'ai zhu ; Li Zhiling, Cheng De yi ; Lu Gusun jiao",,
OL47678451M,Renato Fratini,Cover Art,,,
OL22821879M,,,Daphne du Maurier.,,
OL22396960M,,,Daphne Du Maurier.,,
OL20439938M,,,traduit de l'anglais par Denise Van Moppès.,,
OL27130275M,,,"Daphne Du Maurier ; người dịch, Bản Quyên",,
OL1124723M,,,Daphne du Maurier ; illustrations by Nanette Biers ; afterword by Daphne du Maurier.,,
OL20932289M,,,Daphne Du Maurier.,,
OL17730323M,,,Daphne Du Maurier.,,
OL24218064M,,,Daphne Du Maurier.,,
OL22366084M,,,Daphne du Maurier.,,
OL17728546M,,,Daphne Du Maurier.,,
OL22788436M,,,by Daphne Du Maurier ; simplified by A.S.M. Ronaldson.,,
OL22823955M,,,Daphne du Maurier.,,
OL24630787M,,,Daphne du Maurier,,
OL22957228M,,,Dafny Di︠u︡moré ; perevod G. Ostrovskoĭ.,,
OL19937699M,,,traduit de l'anglais par Denise van Moppès.,,
OL23087362M,,,Dafna Di︠u︡ Morʹe ; [per. s angl. G. Ostrovskoĭ ... [et al.].,,
OL22931953M,,,Daphne du Maurier ; [traducción de Fernando Calleja].,,
OL25226978M,Denise van Moppes,Translator,,,
OL28562969M,,,,eng,House of Earth and Blood
OL32388174M,Elizabeth Evans,Narrator/Reader,,,
OL32388173M,Elizabeth Evans,Narrator/Reader,,,
OL17728449M,,,Daphne Du Maurier.,,
OL22490846M,,,directed by Alfred Hitchcock.,,
OL16413994M,,,Daphne du Maurier ; traduzione di alessandra Scalero.,,
OL18699027M,,,traduzione di Alessandra Scalero.,,
OL15314596M,,,przełozyła Eleonora Romanowicz Podoska.,,
OL21521650M,,,[traducción de Fernando Calleja].,,
OL52236850M,Carolina Alvarado Graef,Translator,,eng,House of Earth and Blood
OL45128496M,Elizabeth Evans,Narrator/Reader,,,
OL35361326M,Arif Dursun,Translator,,eng,House of Earth and Blood
OL30342532M,Carolina Alvarado Graef,Translator,,eng,House of Earth and Blood
OL31979042M,Elizabeth Evans,Narrator/Reader,,,
OL17767680M,,,Daphne Du Maurier.,,
OL22633302M,,,illustrated by Emma Chichester Clark.,,
OL24875863M,Emma Chichester Clark,Illustrator,,,
OL24765500M,,,Daphne Du Maurier,,
OL15315623M,,,przełozyła Eleonara Romanowicz-Podoska.,,
OL18879486M,,,traduccion de Fernando Calleja.,,
OL25285723M,Alessandra Scalero,Translator,,,
OL26617520M,,,Diana Palmer,,
OL25566074M,,,Diana Palmer,,
OL24976626M,,,Robyn Donald,,
OL35618229M,Carolina Alvarado Graef,Translator,,eng,House of Earth and Blood
OL27925074M,Krisztina Szabó,Translator,,eng,House of Earth and Blood
OL24201816M,,,Penny Jordan.,,
OL19699246M,,,Michelle Reid.,,
OL1776472M,,,by Michelle Reid.,,
OL26328025M,,,Michelle Reid,,
OL6662188M,,,by Emilie Loring ... ; illustrated by Paul Gill.,,
OL19903018M,,,Margaret Atwood.,,
OL3754416M,,,Margaret Atwood.,,
OL19243938M,,,"Magelite Atewude zhu ; Wei Qing Qi, Yuan Xie yi.",,
OL21311503M,,,Margaret Atwood ; iš anglų kalbos verté Valdas V. Petrauskas.,,
OL23840983M,,,Margaret Atwood.,,
OL23939299M,,,Margaret Atwood.,,
OL21304937M,,,Margaret Atwood ; tłumaczyła Małgorzata Hesko-Kołodzińska.,,
OL14982028M,,,Carole Mortimer.,,
OL29634204M,,,,eng,After Their Vows
OL26609207M,,,Michelle Reid,,
OL17412128M,,,Emma Darcy.,,
OL61638992M,Cristina Macía Orio,Translator,,eng,Powerless
OL21728177M,,,Margaret Atwood ; oversatt av Inger Gjelsvik.,,
OL19166704M,,,Margaret Atwood ; translated by Soheil Sommie.,,
OL1765954M,,,by Carole Mortimer.,,
OL1121041M,,,Emma Darcy.,,
OL9875731M,,,Emma Darcy,,
OL17436339M,,,by Emma Darcy.,,
OL59414384M,"Demay, Marie",Translator,,,
OL6792177M,,,Emilie Loring.,,
OL3570150M,,,Margaret Atwood.,,
OL19351930M,,,Margaret Atwood,,
OL19354331M,,,Margaret Atwood ; s engleskog preveo Marko Maras.,,
OL21311025M,,,Margaret Atwoodová ; přeložila Jana Housarová.,,
OL21406251M,,,Margaret Atwood ; på dansk ved Lisbeth Møller-Madsen.,,
OL19692673M,,,Margaret Atwood ; traduzido do Ingles por Ana Maria Chaves e Ana Mafalda Costa.,,
OL19200374M,,,Margaret Atwood ; Deutsch von Barbara Lüdemann.,,
OL19243821M,,,Margaret Etvud.,,
OL19351940M,,,Margaret Atwood ; traduit de l'anglais (Canada) par Mich°ele Albaret-Maatsch.,,
OL21420931M,,,Margaret Atwood ; suomentanut Kristina Drews,,
OL19241512M,,,Markaret Atyouvt ; metáphrasē Maria Aggelidog.,,
OL19135384M,,,Margaret Atwood.,,
OL22136648M,,,Margaret Atwood.,,
OL33336816M,Campbell Scott,Narrator,,,
OL1291090M,,,by Anne Mather.,,
OL14978720M,,,by Yvonne Whittal.,,
OL3562115M,,,Lisa Kleypas.,,
OL14977395M,,,Elizabeth Ashton.,,
OL27144687M,,,[Betty Neels],,
OL14978509M,,,by Betty Neels.,,
OL47917884M,,,by Mark Twain,,
OL23014329M,,,"Magelite Aitewu (Margaret Atwood) zhu ; Wei Qingqi, Yuan Xia yi.",,
OL20239155M,,,Margaret Atwood.,,
OL14440359M,,,Margaret Atwood.,,
OL22527703M,,,Margaret Atwood.,,
OL35676181M,Léa Viveiros de Castro,Translator,,eng,Oryx and Crake
OL16360831M,,,Margaret Atwood ; traduzione di Raffaella Belletti.,,
OL21310529M,,,Jordan Penny..,,
OL24736855M,,,Anne Mather,,
OL21406249M,,,Margaret Atwood ; översättning av Birgitta Gahrton.,,
OL3683510M,,,Margaret Atwood.,,
OL16439520M,,,Yvonne Whittal.,,
OL3281648M,,,Lisa Kleypas.,,
OL24959469M,,,by Elizabeth Ashton,,
OL42099858M,Dainy d. Angeles,Editor,,,
OL43743185M,,,by Mark Twain,,
OL43764069M,,,by Mark Twain (Samuel L. Clemens),,
OL43822169M,,,by Mark Twain,,
OL38505295M,Manuel Martinez,Translator,,,
OL39142700M,,,,eng,
OL32965539M,Jenny Sánchez,Editor,,,
OL32965539M,Jenny Sanchez,Editor,,,
OL32208707M,Dan Beard,Illustrator,,,
OL31959454M,Jack Hearne,Illustrator,,,
OL26331555M,,,Mark Twain,,
OL26146479M,T. Scott,Illustrator,,,
OL32768723M,Lore Krüger,Translator,,eng,A Connecticut Yankee in King Arthur's Court
OL4099396M,,,Samuel Langhorne Clemens ; edited by Allison R. Ensor.,,
OL21136878M,,,by Mark Twain (Samuel Clemens),,
OL18352492M,,,Mark Twain ; introd. by Justin Kaplan ; ill. by Dan Beard.,,
OL2871690M,,,Mark Twain ; illustrations by Joseph Ciardiello ; afterword by T.E.D. Klein.,,
OL20453226M,,,by Mark Twain.,,
OL23161229M,,,Mark Twain ; edited with an introduction and notes by M. Thomas Inge.,,
OL5879299M,,,by Samuel Langhorne Clemens ; a Facsimile of the First Edition ; with an introduction and bibliography prepared by Hamlin Hill.,,
OL20386970M,,,by Mark Twain (i.e. S. L. Clemens).,,
OL5798315M,,,"With photos. of Mark Twain and his environment as well as drawings from early editions of the book, together with an introd. by E. Hudson Long.",,
OL6745158M,,,"by Mark Twain, edited by William N. Otto ...",,
OL2412171M,,,written by Mark Twain ; illustrated by Trina Schart Hyman.,,
OL15063670M,,,by Mark Twain.,,
OL24368096M,,,by Mark Twain,,
OL26985032M,,,Mark Twain,,
OL6338772M,,,by Mark Twain (Samuel L. Clemens) ; with 220 illustrations by Dan. Beard.,,
OL3307149M,,,Mark Twain ; with a new introduction by Leland Krauth ; and an afterword by Edmund Reiss.,,
OL6027374M,,,adapted by Ruth T. King in collaboration with Elsa Wolf and Hilton D. King.,,
OL22917749M,,,Mark Twain.,,
OL5790889M,,,by Mark Twain (pseud.] With an introd. by William M. Gibson.,,
OL13912541M,,,by Mark Twain (Samuel L. Clemens) ; with 220 illustrations by Dan. Beard.,,
OL979303M,,,"Mark Twain ; foreword, Shelley Fisher Fishkin ; introduction, Kurt Vonnegut, Jr. ; afterword, Louis J. Budd.",,
OL23147773M,,,by Mark Twain.,,
OL923947M,,,Mark Twain.,,
OL24197416M,,,Mark Twain (pseud.).,,
OL22864669M,,,by Mark Twain.,,
OL1598414M,,,by Mark Twain.,,
OL5938077M,,,[by] Mark Twain.,,
OL3186800M,,,Mark Twain ; edited by Bernard L. Stein.,,
OL7227780M,,,by Mark Twain [pseud.],,
OL6930424M,,,by Mark Twain,,
OL22917748M,,,"Mark Twain ; ilustraciones de Raul Capitani ; [traducción, Vicente García Guijarro.",,
OL6049152M,,,by Mark Twain.,,
OL993498M,,,Mark Twain ; edited with an introduction and notes by M. Thomas Inge.,,
OL5328314M,,,"[by] Mark Twain. With an introd. by Justin Kaplan, and 46 illus. by Dan Beard.",,
OL13912378M,,,by Mark Twain.,,
OL7027590M,,,by Mark Twain (Samuel L. Clemens),,
OL22361077M,,,by M. Twain.,,
OL4571615M,,,edited by Bernard L. Stein ; with an introd. by Henry Nash Smith.,,
OL5797939M,,,[by] Mark Twain [pseud.]  Introd. by Charles Neider.,,
OL16711512M,,,by Mark Twain ; with 220 illustrations by Dan. Beard.,,
OL7225299M,,,by Mark Twain.,,
OL24152424M,,,by Mark Twain .,,
OL18810303M,,,by Mark Twain (Samuel L. Clemens) ; with two hundred and twenty illustrations by Dan Beard.,,
OL24583247M,,,by Samuel L. Clemens ; with an introduction by Carl Van Doren ; and illustrations by Honoré Guilbeau,,
OL23039793M,,,Xuenong Duolei zhu ; Liu Shalan yi = Come the morning / Shannon Drake.,,
