author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL664712A,Jill MacLean,"Jill MacLean was born on 1941 in England, UK. In 1950, her family moved to Nova Scotia, Canada.

After receiving her Bachelor of Science with honours from Dalhousie University, she married. She worked at the Fisheries Research Board until her daughter was born. Following the birth of her son, she was employed by the pathology laboratory of Sydney City Hospital and the biology department of Mount Allison University. More recently, she completed a Masters in Theological Studies at the Atlantic School of Theology; her thesis juxtaposed Hebrew concepts of chaos in the book of Job with modern chaos theory.
When her husband joined the Armed Forces as a chaplain, she had to stop working. They moved three times in the first 18 months, the last move was to Prince Edward Island. By then her children were in school; she couldn't get a job; and at the local bridge club, she kept forgetting not to trump her partner's ace.

However, she had always loved to read, fascinated by the lure of being drawn into the other world of the story. So one day she bought a dozen Harlequin novels, read and analyzed them, then sat down and wrote one. Her first book, To Trust My Love, typed with four fingers, was published in 1974 as Sandra Field (she believes she's curiously the first Canadian to write for Harlequin). During the four years she lived in Prince Edward Island, she researched an 18th century French settlement located near present-day Brudenell, resulting in a historical book, Jean Pierre Roma, published in 1977 under her real name. She also started to write in collaboration with other Martimer writer under the pseudonym Jan MacLean. She also used to singed her novels the pseudonym of Jocelyn Haley. Her pseudonyms was an attempt to prevent the congregation from finding out what the chaplain's wife was up to in her spare time.

Before she turned 40, her life was changed, she had lost three of the most important women in her life: her mother and sister to illness, and her seventeen-year-old daughter to a car accident, and she separated from her husband in 1976. One of the lasting legacies of the grief caused by these losses has been the idea that it is impossible and undesirable to live every waking moment in the knowledge that loss can strike at any time.

She's been very fortunate for years to be able to combine a love of travel (particularly to the north - she doesn't do heat well) with her writing, by describing settings that most people will probably never visit. And there's always the challenge of making the heroine's long underwear sound romantic. Her novels has been translated into Spanish, French, Portuguese, German, Italian, Greek, Dutch, Swedish, Yugoslavian, Japanese... and sold in more than 90 countries. Her first collection of poetry, The Brevity of Red, was published in 2003. When her nine-years-old grandson, Stuart, asked him a book for him, she wrote her first Children's book and decided continued writing this type of books.

Jill now lives in Bedford, Nova Scotia, and she's lived most of her life in the Maritimes of Canada, within reach of the sea. Kayaking and canoeing, hiking and gardening, listening to music and reading are all sources of great pleasure. But best of all are good friends, some going back to high-school days, and her family. In Newfoundland, she has a beautiful daughter-in-law and the two most delightful, handsome, and intelligent grandchildren in the world (of course!).",1941,,1941,
OL1430285A,Holly Black,"Holly Black is the #1 New York Times bestselling author of over thirty fantasy novels for kids and teens. She has been a finalist for an Eisner Award and the Lodestar Award, and the recipient of the Mythopoeic Award, a Nebula, and a Newbery Honor. Her books have been translated into 32 languages worldwide and adapted for film. She currently lives in New England with her husband and son in a house with a secret library.",10 November 1971,,1971,
OL23082A,George MacDonald,,1824-12-10,1905-09-18,1824,1905
OL6713973A,Alexandra Bracken,"Alexandra Bracken (born 27 February 1987, Phoenix, Arizona) is an American writer, a #1 New York Times bestselling American author, known for The Darkest Minds series and Passenger series.",27 February 1987,,1987,
OL1475020A,Margaret Summerville,,,,,
OL620008A,Emmanuelle Arsan,,,,,
OL13640A,Ernest Hemingway,"Ernest Miller Hemingway was an American writer and journalist. During his lifetime he wrote and had published seven novels; six collections of short stories; and two works of non-fiction. Since his death three novels, four collections of short stories, and three non-fiction autobiographical works have been published. Hemingway received the Nobel Prize in Literature in 1954.

Hemingway was born and raised in Oak Park, Illinois. After high school he worked as a reporter but within months he left for the Italian front to be an ambulance driver in World War I. He was seriously injured and returned home within the year. He married his first wife Hadley Richardson in 1922 and moved to Paris, where he worked as a foreign correspondent. During this time Hemingway met, and was influenced by, writers and artists of the 1920s expatriate community known as the ""Lost Generation"". In 1924 Hemingway wrote his first novel, The Sun Also Rises.

In the late 1920s, Hemingway divorced Hadley, married his second wife Pauline Pfeiffer, and moved to Key West, Florida. In 1937 Hemingway went to Spain as a war correspondent to cover the Spanish Civil War. After the war he divorced Pauline, married his third wife Martha Gellhorn, wrote For Whom the Bell Tolls, and moved to Cuba. Hemingway covered World War II in Europe and he was present at Operation Overlord. Later he was in Paris during the liberation of Paris. After the war, he divorced again, married his fourth wife Mary Welsh Hemingway, and wrote Across the River and Into the Trees. Two years later, The Old Man and the Sea was published in 1952. Nine years later, after moving from Cuba to Idaho, he committed suicide in the summer of 1961.

Hemingway produced most of his work between the mid 1920s and the mid 1950s, though a number of unfinished works were published posthumously. Hemingway's distinctive writing style is characterized by economy and understatement, and had a significant influence on the development of twentieth-century fiction writing. His protagonists are typically stoical men who exhibit an ideal described as ""grace under pressure."" Many of his works are now considered classics of American literature. During his lifetime, Hemingway's popularity peaked after the publication of The Old Man and the Sea. [1]


  [1]: https://en.wikipedia.org/wiki/Ernest_Hemingway

Source and more information: https://en.wikipedia.org/wiki/Ernest_Hemingway",21 July 1899,2 July 1961,1899,1961
OL7231968A,Anna Todd,,,,,
OL10218224A,H. D. Carlton,"H. D. Carlton is an International and USA Today Bestselling author. She lives in Oregon with her husband, Bigfoot, two dogs, and cat. When she’s not bathing in the tears of her readers, she’s watching paranormal shows and wishing she was a mermaid. Her favorite characters are of the morally gray variety and believes that everyone should check their sanity at the door before diving into her stories.",27 September 1996,,1996,
OL222715A,LaVyrle Spencer,"LaVyrle was born on July 17, 1943 in Browerville, Minnesota, USA, where she grew up. Married her high school sweetheart Dan Spencer, shortly after her graduation, a decision she calls the wisest choice of her life. They had two daughters, Amy and Beth (d. 1990).

LaVyrle worked as a teacher's aide at Osseo Junior High School, when in her thirties, she read Kathleen Woodiwiss's novel ""The Flame and Flower"", which gave her the idea to become a novelist. She decided to try transferring to paper a recurring dream she was having about a story based on her grandmother's lifestyle on a Minnesota farm. Her story became her first manuscript, ""The Fulfillment"", and she sent it to Kathleen Woodiwiss. The bestselling author read the novel and promptly mailed it to her own editor at Avon. The editor purchased the novel, which was published in 1979. She was inducted into the Romance Writers of America Hall of Fame in 1988. She wrote 23 sweet historical and contemporany novels. Published around the world, her works had included 12 New York Times Bestsellers, and have been won four RITA Awards, three Golden Medallion Awards and a Minnesota Book Award. LaVyrle said: ""the trademark of my books is mending relationships, showing people how to mend relationships.""

LaVyrle is a founding member of the Midwest Fiction Writers (MFW), chapter 24 of the Romance Writers of America. Four of LaVyrle's novels were produced as television movies: The Fulfillment in 1989 (She and her husband appear as extras in the film), Morning Glory in 1993, Home Song in 1996 and Family Blessings in 1999.

LaVyrle and her husband are grandparents. Her husband is a retired estimator for a general contractor, and she also decided to retire from writing in 1997 after an 18-year career. They live in a Victorian house in her native Minnesota, where she enjoyes gardening, cooking, playing bass guitar and electric piano, and photography.",17 July 1943,,1943,
